MT    48
1  1  -2.052  1.667  
16
10.00000 -1.4930e-02 -5.9735e-03 4.3130e-02 -4.1686e-02 -3.7792e-02 3.0639e-02 -5.5309e-04 5.3176e-03 4.6586e-03 4.6586e-03 2.8016e-03 2.8016e-03 2.7010e-03 2.7010e-03 2.4192e-03 2.4192e-03 
6.30950 -1.6754e-02 -4.1461e-03 3.4623e-02 -3.4253e-02 -3.2088e-02 2.4787e-02 -1.8435e-04 4.1298e-03 4.3490e-03 4.3490e-03 2.9020e-03 2.9020e-03 2.2219e-03 2.2219e-03 1.9420e-03 1.9420e-03 
3.98100 -1.6584e-02 -4.3728e-04 2.7215e-02 -2.8350e-02 -2.6865e-02 1.9734e-02 9.8034e-04 3.5758e-03 3.8301e-03 3.8301e-03 3.0000e-03 3.0000e-03 1.8097e-03 1.8097e-03 1.6676e-03 1.6676e-03 
2.51180 -1.4787e-02 8.9563e-04 1.9141e-02 -2.1573e-02 -2.2672e-02 1.5553e-02 2.3653e-03 3.1375e-03 3.1005e-03 3.1005e-03 4.2466e-03 4.2466e-03 1.4080e-03 1.4080e-03 1.5591e-03 1.5591e-03 
1.58480 -1.1979e-02 3.0820e-03 1.4830e-02 -1.4915e-02 -1.9826e-02 1.1966e-02 3.2144e-03 2.1452e-03 2.4195e-03 2.4195e-03 5.1005e-03 5.1005e-03 1.1035e-03 1.1035e-03 1.4190e-03 1.4190e-03 
1.00000 -1.2378e-02 3.2382e-03 1.4880e-02 -1.2167e-02 -1.7984e-02 9.5651e-03 3.1137e-03 1.4525e-03 2.3523e-03 2.3523e-03 4.8838e-03 4.8838e-03 9.9479e-04 9.9479e-04 1.2548e-03 1.2548e-03 
3  3  -0.984  2.568  
8
1000.00000 5.0532e-02 -3.5778e-02 3.6660e-01 -4.3917e-01 -3.8462e-01 4.4937e-01 -7.0356e-02 1.5083e-03 2.8230e-02 2.8230e-02 2.9085e-02 2.9085e-02 2.9085e-02 2.9085e-02 3.0603e-02 3.0603e-02 
630.95000 4.3016e-02 -4.5896e-02 3.0083e-01 -3.3406e-01 -2.8589e-01 3.4618e-01 -7.4582e-02 5.0267e-03 2.5224e-02 2.5224e-02 2.2463e-02 2.2463e-02 2.2463e-02 2.2463e-02 2.7479e-02 2.7479e-02 
